Sample no,sin(x),Inclinometer Y,Inclinometer Y (-256, 256)
2934,-0.94,249,-7,
2935,-0.98,249,-7,
2936,-1,250,-6,
2937,-0.99,250,-6,
2938,-0.96,251,-5,
2939,-0.9,251,-5,
2940,-0.82,252,-4,
2941,-0.72,252,-4,
2942,-0.61,253,-3,
2943,-0.47,253,-3,
2944,-0.33,254,-2,
2945,-0.18,254,-2,
2946,-0.02,254,-2,
2947,0.14,255,-1,
2948,0.29,255,-1,
2949,0.43,0,0,
2950,0.57,0,0,
2951,0.68,0,0,
2952,0.79,0,0,
2953,0.87,0,0,
2954,0.93,0,0,
2955,0.98,0,0,
2956,1,0,0,
2957,1,1,1,
2958,0.97,1,1,
2959,0.92,1,1,
2960,0.86,1,1,
2961,0.77,1,1,
2962,0.66,1,1,
2963,0.54,1,1,
2964,0.41,1,1,
2965,0.27,1,1,
2966,0.12,1,1,
2967,-0.03,0,0,
2968,-0.19,0,0,
2969,-0.33,0,0,
2970,-0.47,0,0,
2971,-0.6,0,0,
2972,-0.72,0,0,
2973,-0.82,0,0,
2974,-0.89,0,0,
2975,-0.95,0,0,
2976,-0.99,0,0,
2977,-1,255,-1,
2978,-0.99,255,-1,
2979,-0.95,254,-2,
2980,-0.89,254,-2,
2981,-0.81,254,-2,
2982,-0.71,253,-3,
2983,-0.59,253,-3,
2984,-0.45,253,-3,
2985,-0.31,252,-4,
2986,-0.16,252,-4,
2987,0,251,-5,
2988,0.16,251,-5,
2989,0.31,251,-5,
2990,0.45,251,-5,
2991,0.58,251,-5,
2992,0.7,251,-5,
2993,0.8,251,-5,
2994,0.89,251,-5,
2995,0.95,252,-4,
2996,0.99,252,-4,
2997,1,253,-3,
2998,0.99,253,-3,
2999,0.96,253,-3,
3000,0.9,253,-3,
3001,0.82,255,-1,
3002,0.72,0,0,
3003,0.61,0,0,
3004,0.48,0,0,
3005,0.34,1,1,
3006,0.2,1,1,
3007,0.05,2,2,
3008,-0.1,3,3,
3009,-0.26,4,4,
3010,-0.4,4,4,
3011,-0.54,4,4,
3012,-0.66,5,5,
3013,-0.77,5,5,
3014,-0.85,6,6,
3015,-0.92,6,6,
3016,-0.97,6,6,
3017,-1,6,6,
3018,-1,6,6,
3019,-0.98,6,6,
3020,-0.93,5,5,
3021,-0.86,5,5,
3022,-0.78,4,4,
3023,-0.67,4,4,
3024,-0.55,3,3,
3025,-0.42,3,3,
3026,-0.27,2,2,
3027,-0.12,1,1,
3028,0.03,1,1,
3029,0.18,0,0,
3030,0.33,0,0,
3031,0.46,255,-1,
3032,0.6,254,-2,
3033,0.71,253,-3,
3034,0.81,253,-3,
3035,0.89,252,-4,
3036,0.95,250,-6,
3037,0.99,249,-7,
3038,1,249,-7,
3039,0.99,248,-8,
3040,0.95,247,-9,
3041,0.89,246,-10,
3042,0.81,245,-11,
3043,0.71,245,-11,
3044,0.59,244,-12,
3045,0.46,243,-13,
3046,0.32,243,-13,
3047,0.16,243,-13,
3048,0.01,242,-14,
3049,-0.15,242,-14,
3050,-0.3,242,-14,
3051,-0.44,242,-14,
3052,-0.58,242,-14,
3053,-0.7,243,-13,
3054,-0.8,243,-13,
3055,-0.89,243,-13,
3056,-0.95,244,-12,
3057,-0.99,244,-12,
3058,-1,245,-11,
3059,-0.99,245,-11,
3060,-0.95,246,-10,
3061,-0.89,247,-9,
3062,-0.81,247,-9,
3063,-0.71,248,-8,
3064,-0.59,249,-7,
3065,-0.46,250,-6,
3066,-0.31,251,-5,
3067,-0.16,251,-5,
3068,0,253,-3,
3069,0.16,254,-2,
3070,0.31,255,-1,
3071,0.45,255,-1,
3072,0.58,0,0,
3073,0.7,1,1,
3074,0.8,2,2,
3075,0.88,3,3,
3076,0.94,4,4,
3077,0.98,4,4,
3078,1,6,6,
3079,0.99,6,6,
3080,0.97,7,7,
3081,0.92,8,8,
3082,0.84,9,9,
3083,0.75,10,10,
3084,0.64,10,10,
3085,0.52,11,11,
3086,0.38,12,12,
3087,0.24,12,12,
3088,0.09,12,12,
3089,-0.07,12,12,
3090,-0.22,12,12,
3091,-0.37,12,12,
3092,-0.51,12,12,
3093,-0.64,12,12,
3094,-0.75,12,12,
3095,-0.84,11,11,
3096,-0.92,11,11,
3097,-0.97,11,11,
3098,-0.99,10,10,
3099,-1,9,9,
3100,-0.98,8,8,
3101,-0.94,7,7,
3102,-0.87,7,7,
3103,-0.79,5,5,
3104,-0.68,4,4,
3105,-0.56,3,3,
3106,-0.43,2,2,
3107,-0.29,1,1,
3108,-0.14,0,0,
3109,0.02,0,0,
3110,0.17,255,-1,
3111,0.32,254,-2,
3112,0.46,253,-3,
3113,0.59,252,-4,
3114,0.71,251,-5,
3115,0.81,251,-5,
3116,0.89,250,-6,
3117,0.95,250,-6,
3118,0.99,249,-7,
3119,1,249,-7,
3120,0.99,249,-7,
3121,0.95,249,-7,
3122,0.89,249,-7,
3123,0.81,249,-7,
3124,0.71,249,-7,
3125,0.6,250,-6,
3126,0.46,250,-6,
3127,0.32,251,-5,
3128,0.17,252,-4,
3129,0.01,252,-4,
3130,-0.14,253,-3,
3131,-0.3,253,-3,
3132,-0.44,255,-1,
3133,-0.58,255,-1,
3134,-0.7,0,0,
3135,-0.8,0,0,
3136,-0.88,1,1,
3137,-0.94,1,1,
3138,-0.98,2,2,
3139,-1,2,2,
3140,-0.99,3,3,
3141,-0.96,3,3,
3142,-0.91,3,3,
3143,-0.84,4,4,
3144,-0.74,4,4,
3145,-0.63,4,4,
3146,-0.5,4,4,
3147,-0.37,4,4,
3148,-0.22,4,4,
3149,-0.07,4,4,
3150,0.08,4,4,
3151,0.23,3,3,
3152,0.38,3,3,
3153,0.51,2,2,
3154,0.64,2,2,
3155,0.74,1,1,
3156,0.84,1,1,
3157,0.91,0,0,
3158,0.96,0,0,
3159,0.99,0,0,
3160,1,255,-1,
3161,0.98,254,-2,
3162,0.94,254,-2,
3163,0.88,253,-3,
3164,0.8,252,-4,
3165,0.69,252,-4,
3166,0.57,252,-4,
3167,0.44,251,-5,
3168,0.29,250,-6,
3169,0.14,250,-6,
3170,-0.01,250,-6,
3171,-0.17,249,-7,
3172,-0.32,249,-7,
3173,-0.47,249,-7,
3174,-0.6,248,-8,
3175,-0.72,248,-8,
3176,-0.82,248,-8,
3177,-0.9,248,-8,
3178,-0.96,248,-8,
3179,-0.99,248,-8,
3180,-1,247,-9,
3181,-0.98,247,-9,
3182,-0.94,247,-9,
3183,-0.88,248,-8,
3184,-0.8,248,-8,
3185,-0.69,247,-9,
3186,-0.57,247,-9,
3187,-0.43,247,-9,
3188,-0.28,248,-8,
3189,-0.13,248,-8,
3190,0.03,248,-8,
3191,0.18,249,-7,
3192,0.33,250,-6,
3193,0.47,250,-6,
3194,0.61,251,-5,
3195,0.72,251,-5,
3196,0.82,253,-3,
3197,0.9,253,-3,
3198,0.96,254,-2,
3199,0.99,255,-1,
3200,1,0,0,
3201,0.99,0,0,
3202,0.95,1,1,
3203,0.89,2,2,
3204,0.81,4,4,
3205,0.72,4,4,
3206,0.6,5,5,
3207,0.48,6,6,
3208,0.34,7,7,
3209,0.19,8,8,
3210,0.04,8,8,
3211,-0.11,9,9,
3212,-0.26,9,9,
3213,-0.4,9,9,
3214,-0.54,9,9,
3215,-0.66,9,9,
3216,-0.77,9,9,
3217,-0.86,9,9,
3218,-0.93,9,9,
3219,-0.97,9,9,
3220,-1,8,8,
3221,-1,7,7,
3222,-0.97,7,7,
3223,-0.93,6,6,
3224,-0.86,4,4,
3225,-0.78,4,4,
3226,-0.67,3,3,
3227,-0.55,2,2,
3228,-0.41,0,0,
3229,-0.27,0,0,
3230,-0.12,255,-1,
3231,0.04,254,-2,
3232,0.19,253,-3,
3233,0.34,252,-4,
3234,0.48,251,-5,
3235,0.61,250,-6,
3236,0.73,249,-7,
3237,0.83,248,-8,
3238,0.9,247,-9,
3239,0.96,247,-9,
3240,0.99,246,-10,
3241,1,246,-10,
3242,0.98,245,-11,
3243,0.94,245,-11,
3244,0.88,245,-11,
3245,0.8,245,-11,
3246,0.69,245,-11,
3247,0.57,245,-11,
3248,0.44,246,-10,
3249,0.29,246,-10,
3250,0.14,247,-9,
3251,-0.01,247,-9,
3252,-0.17,249,-7,
3253,-0.32,249,-7,
3254,-0.47,250,-6,
3255,-0.6,251,-5,
3256,-0.72,252,-4,
3257,-0.82,253,-3,
3258,-0.9,253,-3,
3259,-0.96,254,-2,
3260,-0.99,255,-1,
3261,-1,0,0,
3262,-0.99,0,0,
3263,-0.95,0,0,
3264,-0.89,2,2,
3265,-0.81,2,2,
3266,-0.71,3,3,
3267,-0.59,3,3,
3268,-0.46,3,3,
3269,-0.32,4,4,
3270,-0.17,4,4,
3271,-0.02,5,5,
3272,0.13,5,5,
3273,0.28,5,5,
3274,0.42,5,5,
3275,0.56,5,5,
3276,0.67,5,5,
3277,0.78,5,5,
3278,0.86,5,5,
3279,0.93,5,5,
3280,0.97,5,5,
3281,1,4,4,
3282,1,4,4,
3283,0.97,4,4,
3284,0.93,4,4,
3285,0.86,4,4,
3286,0.78,3,3,
3287,0.67,3,3,
3288,0.55,3,3,
3289,0.42,2,2,
3290,0.28,2,2,
3291,0.13,2,2,
3292,-0.02,2,2,
3293,-0.17,1,1,
3294,-0.32,1,1,
3295,-0.46,1,1,
3296,-0.59,0,0,
3297,-0.71,0,0,
3298,-0.81,0,0,
3299,-0.89,0,0,
3300,-0.95,0,0,
3301,-0.99,255,-1,
3302,-1,255,-1,
3303,-0.99,254,-2,
3304,-0.95,254,-2,
3305,-0.9,253,-3,
3306,-0.81,253,-3,
3307,-0.71,253,-3,
3308,-0.59,253,-3,
3309,-0.46,252,-4,
3310,-0.32,252,-4,
3311,-0.16,252,-4,
3312,-0.01,251,-5,
3313,0.15,251,-5,
3314,0.3,251,-5,
3315,0.45,251,-5,
3316,0.58,251,-5,
3317,0.7,251,-5,
3318,0.8,251,-5,
3319,0.88,251,-5,
3320,0.95,252,-4,
3321,0.99,252,-4,
3322,1,253,-3,
3323,0.99,253,-3,
3324,0.96,254,-2,
3325,0.9,254,-2,
3326,0.82,255,-1,
3327,0.72,0,0,
3328,0.61,0,0,
3329,0.48,0,0,
3330,0.35,1,1,
3331,0.2,1,1,
3332,0.05,2,2,
3333,-0.1,2,2,
3334,-0.25,3,3,
3335,-0.39,4,4,
3336,-0.53,4,4,
3337,-0.65,4,4,
3338,-0.76,4,4,
3339,-0.85,4,4,
3340,-0.92,4,4,
3341,-0.97,4,4,
3342,-1,4,4,
3343,-1,3,3,
3344,-0.98,3,3,
3345,-0.93,3,3,
3346,-0.87,2,2,
3347,-0.78,1,1,
3348,-0.68,0,0,
3349,-0.56,0,0,
3350,-0.42,0,0,
3351,-0.28,255,-1,
3352,-0.12,254,-2,
3353,0.03,254,-2,
3354,0.19,252,-4,
3355,0.34,251,-5,
3356,0.48,251,-5,
3357,0.61,250,-6,
3358,0.73,249,-7,
3359,0.82,248,-8,
3360,0.9,248,-8,
3361,0.96,247,-9,
3362,0.99,246,-10,
3363,1,246,-10,
3364,0.98,245,-11,
3365,0.95,245,-11,
3366,0.88,245,-11,
3367,0.8,245,-11,
3368,0.7,245,-11,
3369,0.58,244,-12,
3370,0.44,244,-12,
3371,0.3,245,-11,
3372,0.15,245,-11,
3373,-0.01,245,-11,
3374,-0.16,246,-10,
3375,-0.32,246,-10,
3376,-0.46,246,-10,
3377,-0.6,247,-9,
3378,-0.71,248,-8,
3379,-0.82,248,-8,
3380,-0.9,249,-7,
3381,-0.95,249,-7,
3382,-0.99,251,-5,
3383,-1,251,-5,
3384,-0.99,252,-4,
3385,-0.95,252,-4,
3386,-0.88,253,-3,
3387,-0.8,254,-2,
3388,-0.7,254,-2,
3389,-0.57,255,-1,
3390,-0.44,0,0,
3391,-0.3,0,0,
3392,-0.15,0,0,
3393,0.01,0,0,
3394,0.16,0,0,
3395,0.3,0,0,
3396,0.44,0,0,
3397,0.57,1,1,
3398,0.69,1,1,
3399,0.79,1,1,
3400,0.88,1,1,
3401,0.94,1,1,
3402,0.98,1,1,
3403,1,0,0,
3404,0.99,0,0,
3405,0.97,0,0,
3406,0.92,0,0,
3407,0.85,0,0,
3408,0.76,0,0,
3409,0.65,0,0,
3410,0.53,0,0,
3411,0.4,0,0,
3412,0.26,0,0,
3413,0.11,0,0,
3414,-0.04,0,0,
3415,-0.2,0,0,
3416,-0.34,0,0,
3417,-0.48,255,-1,
3418,-0.61,255,-1,
3419,-0.73,255,-1,
3420,-0.83,255,-1,
3421,-0.91,254,-2,
3422,-0.96,254,-2,
3423,-0.99,254,-2,
3424,-1,254,-2,
3425,-0.98,253,-3,
3426,-0.94,253,-3,
3427,-0.87,252,-4,
3428,-0.79,252,-4,
3429,-0.68,252,-4,
3430,-0.55,252,-4,
3431,-0.42,252,-4,
3432,-0.27,252,-4,
3433,-0.11,251,-5,
3434,0.04,251,-5,
3435,0.2,251,-5,
3436,0.35,251,-5,
3437,0.49,251,-5,
3438,0.62,251,-5,
3439,0.73,252,-4,
3440,0.83,252,-4,
3441,0.91,252,-4,
3442,0.96,252,-4,
3443,0.99,253,-3,
3444,1,253,-3,
3445,0.98,254,-2,
3446,0.94,254,-2,
3447,0.88,254,-2,
3448,0.79,255,-1,
3449,0.69,255,-1,
3450,0.57,255,-1,
3451,0.43,0,0,
3452,0.29,0,0,
3453,0.15,0,0,
3454,0,0,0,
3455,-0.16,0,0,
3456,-0.31,0,0,
3457,-0.45,0,0,
3458,-0.58,0,0,
3459,-0.7,0,0,
3460,-0.8,0,0,
3461,-0.88,0,0,
3462,-0.94,0,0,
3463,-0.98,0,0,
3464,-1,0,0,
3465,-0.99,0,0,
3466,-0.96,255,-1,
3467,-0.91,254,-2,
3468,-0.83,254,-2,
3469,-0.73,253,-3,
3470,-0.62,253,-3,
3471,-0.49,252,-4,
3472,-0.34,251,-5,
3473,-0.19,251,-5,
3474,-0.04,251,-5,
3475,0.12,249,-7,
3476,0.27,248,-8,
3477,0.42,248,-8,
3478,0.56,247,-9,
3479,0.68,246,-10,
3480,0.78,246,-10,
3481,0.87,245,-11,
3482,0.94,245,-11,
3483,0.98,244,-12,
3484,1,244,-12,
3485,0.99,244,-12,
3486,0.96,244,-12,
3487,0.91,244,-12,
3488,0.84,244,-12,
3489,0.74,244,-12,
3490,0.63,244,-12,
3491,0.5,244,-12,
3492,0.36,245,-11,
3493,0.21,245,-11,
3494,0.06,245,-11,
3495,-0.1,246,-10,
3496,-0.25,247,-9,
3497,-0.4,247,-9,
3498,-0.54,247,-9,
3499,-0.67,248,-8,
3500,-0.77,249,-7,
3501,-0.86,249,-7,
3502,-0.93,250,-6,
3503,-0.98,250,-6,
3504,-1,251,-5,
3505,-0.99,251,-5,
3506,-0.97,251,-5,
3507,-0.91,252,-4,
3508,-0.84,252,-4,
3509,-0.74,252,-4,
3510,-0.63,253,-3,
3511,-0.5,253,-3,
3512,-0.36,253,-3,
3513,-0.2,253,-3,
3514,-0.05,253,-3,
3515,0.11,253,-3,
3516,0.26,253,-3,
3517,0.41,253,-3,
3518,0.55,253,-3,
3519,0.67,252,-4,
3520,0.78,252,-4,
3521,0.86,252,-4,
3522,0.93,252,-4,
3523,0.98,251,-5,
3524,1,251,-5,
3525,1,251,-5,
3526,0.97,250,-6,
3527,0.92,250,-6,
3528,0.84,250,-6,
3529,0.75,249,-7,
3530,0.64,249,-7,
3531,0.51,248,-8,
3532,0.37,248,-8,
3533,0.23,248,-8,
3534,0.07,248,-8,
3535,-0.08,247,-9,
3536,-0.24,247,-9,
3537,-0.39,246,-10,
3538,-0.53,246,-10,
3539,-0.66,246,-10,
3540,-0.77,245,-11,
3541,-0.86,245,-11,
3542,-0.93,245,-11,
3543,-0.97,244,-12,
3544,-1,244,-12,
3545,-1,244,-12,
3546,-0.97,244,-12,
3547,-0.92,243,-13,
3548,-0.85,243,-13,
3549,-0.75,243,-13,
3550,-0.64,243,-13,
3551,-0.51,243,-13,
3552,-0.37,243,-13,
3553,-0.22,243,-13,
3554,-0.06,243,-13,
3555,0.1,244,-12,
3556,0.25,244,-12,
3557,0.4,244,-12,
3558,0.54,245,-11,
3559,0.66,245,-11,
3560,0.77,246,-10,
3561,0.86,246,-10,
3562,0.93,247,-9,
3563,0.97,248,-8,
3564,1,249,-7,
3565,1,249,-7,
3566,0.97,250,-6,
3567,0.92,251,-5,
3568,0.85,252,-4,
3569,0.76,252,-4,
3570,0.65,253,-3,
3571,0.52,254,-2,
3572,0.39,254,-2,
3573,0.24,255,-1,
3574,0.08,255,-1,
3575,-0.07,255,-1,
3576,-0.23,255,-1,
3577,-0.38,255,-1,
3578,-0.52,255,-1,
3579,-0.65,255,-1,
3580,-0.76,255,-1,
3581,-0.85,255,-1,
3582,-0.92,255,-1,
3583,-0.97,0,0,
3584,-1,0,0,
3585,-1,255,-1,
3586,-0.97,255,-1,
3587,-0.93,254,-2,
3588,-0.86,253,-3,
3589,-0.76,252,-4,
3590,-0.65,252,-4,
3591,-0.53,250,-6,
3592,-0.39,249,-7,
3593,-0.24,248,-8,
3594,-0.08,248,-8,
3595,0.08,246,-10,
3596,0.23,245,-11,
3597,0.38,244,-12,
3598,0.52,244,-12,
3599,0.64,242,-14,
3600,0.75,242,-14,
3601,0.85,241,-15,
3602,0.92,241,-15,
3603,0.97,240,-16,
3604,1,240,-16,
3605,1,239,-17,
3606,0.98,239,-17,
3607,0.93,239,-17,
3608,0.86,239,-17,
3609,0.77,240,-16,
3610,0.67,240,-16,
3611,0.54,241,-15,
3612,0.4,241,-15,
3613,0.26,242,-14,
3614,0.1,242,-14,
3615,-0.05,243,-13,
3616,-0.21,244,-12,
3617,-0.36,245,-11,
3618,-0.5,246,-10,
3619,-0.63,247,-9,
3620,-0.74,248,-8,
3621,-0.84,249,-7,
3622,-0.91,249,-7,
3623,-0.97,251,-5,
3624,-0.99,252,-4,
3625,-1,252,-4,
3626,-0.98,253,-3,
3627,-0.93,254,-2,
3628,-0.86,255,-1,
3629,-0.77,255,-1,
3630,-0.66,0,0,
3631,-0.54,0,0,
3632,-0.41,0,0,
3633,-0.26,0,0,
3634,-0.11,0,0,
3635,0.04,0,0,
3636,0.19,0,0,
3637,0.34,0,0,
3638,0.47,0,0,
3639,0.6,0,0,
3640,0.72,0,0,
3641,0.81,0,0,
3642,0.89,0,0,
3643,0.95,255,-1,
3644,0.99,255,-1,
3645,1,254,-2,
3646,0.99,253,-3,
3647,0.95,253,-3,
3648,0.9,252,-4,
3649,0.82,251,-5,
3650,0.72,251,-5,
3651,0.6,251,-5,
3652,0.47,250,-6,
3653,0.33,249,-7,
3654,0.18,249,-7,
3655,0.02,248,-8,
3656,-0.14,248,-8,
3657,-0.29,247,-9,
3658,-0.44,246,-10,
3659,-0.57,246,-10,
3660,-0.69,246,-10,
3661,-0.8,245,-11,
3662,-0.88,245,-11,
3663,-0.95,244,-12,
3664,-0.98,244,-12,
3665,-1,244,-12,
3666,-0.99,243,-13,
3667,-0.96,243,-13,
3668,-0.9,243,-13,
3669,-0.82,242,-14,
3670,-0.72,242,-14,
3671,-0.6,242,-14,
3672,-0.46,242,-14,
3673,-0.32,241,-15,
3674,-0.17,241,-15,
3675,-0.01,241,-15,
3676,0.15,241,-15,
3677,0.3,241,-15,
3678,0.44,242,-14,
3679,0.58,242,-14,
3680,0.7,242,-14,
3681,0.8,243,-13,
3682,0.88,243,-13,
3683,0.95,244,-12,
3684,0.98,244,-12,
3685,1,246,-10,
3686,0.99,246,-10,
3687,0.96,247,-9,
3688,0.9,248,-8,
3689,0.82,250,-6,
3690,0.73,251,-5,
3691,0.61,252,-4,
3692,0.48,253,-3,
3693,0.34,254,-2,
3694,0.19,255,-1,
3695,0.03,0,0,
3696,-0.12,0,0,
3697,-0.27,1,1,
3698,-0.41,2,2,
3699,-0.55,3,3,
3700,-0.67,3,3,
3701,-0.77,4,4,
3702,-0.86,5,5,
3703,-0.93,5,5,
3704,-0.97,5,5,
3705,-1,5,5,
3706,-1,5,5,
3707,-0.97,5,5,
3708,-0.93,4,4,
3709,-0.86,4,4,
3710,-0.77,4,4,
3711,-0.66,3,3,
3712,-0.54,2,2,
3713,-0.4,1,1,
3714,-0.26,1,1,
3715,-0.11,0,0,
3716,0.04,255,-1,
3717,0.2,255,-1,
3718,0.35,254,-2,
3719,0.49,253,-3,
3720,0.62,251,-5,
3721,0.73,250,-6,
3722,0.83,249,-7,
3723,0.91,249,-7,
3724,0.96,247,-9,
3725,0.99,246,-10,
3726,1,246,-10,
3727,0.98,245,-11,
3728,0.94,244,-12,
3729,0.88,243,-13,
3730,0.79,243,-13,
3731,0.69,242,-14,
3732,0.57,242,-14,
3733,0.43,242,-14,
3734,0.29,242,-14,
3735,0.14,241,-15,
3736,-0.02,241,-15,
3737,-0.17,241,-15,
3738,-0.33,241,-15,
3739,-0.47,241,-15,
3740,-0.6,242,-14,
3741,-0.72,242,-14,
3742,-0.82,242,-14,
3743,-0.9,242,-14,
3744,-0.96,243,-13,
3745,-0.99,243,-13,
3746,-1,243,-13,
3747,-0.98,244,-12,
3748,-0.94,244,-12,
3749,-0.88,245,-11,
3750,-0.79,245,-11,
3751,-0.69,246,-10,
3752,-0.56,246,-10,
3753,-0.43,247,-9,
3754,-0.28,247,-9,
3755,-0.13,248,-8,
3756,0.03,249,-7,
3757,0.19,249,-7,
3758,0.34,250,-6,
3759,0.48,250,-6,
3760,0.61,251,-5,
3761,0.72,252,-4,
3762,0.82,252,-4,
3763,0.9,253,-3,
3764,0.96,254,-2,
3765,0.99,254,-2,
3766,1,254,-2,
3767,0.98,255,-1,
3768,0.95,0,0,
3769,0.89,0,0,
3770,0.81,0,0,
3771,0.71,0,0,
3772,0.59,0,0,
3773,0.47,0,0,
3774,0.33,1,1,
3775,0.18,1,1,
3776,0.03,1,1,
3777,-0.12,1,1,
3778,-0.27,1,1,
3779,-0.42,1,1,
3780,-0.55,1,1,
3781,-0.67,1,1,
3782,-0.78,0,0,
3783,-0.86,0,0,
3784,-0.93,0,0,
3785,-0.98,0,0,
3786,-1,255,-1,
3787,-1,254,-2,
3788,-0.97,253,-3,
3789,-0.92,253,-3,
3790,-0.85,252,-4,
3791,-0.75,251,-5,
3792,-0.64,250,-6,
3793,-0.51,250,-6,
3794,-0.37,248,-8,
3795,-0.22,248,-8,
3796,-0.06,247,-9,
3797,0.09,246,-10,
3798,0.25,245,-11,
3799,0.4,245,-11,
3800,0.53,245,-11,
3801,0.66,244,-12,
3802,0.77,244,-12,
3803,0.86,243,-13,
3804,0.93,243,-13,
3805,0.97,243,-13,
3806,1,243,-13,
3807,1,243,-13,
3808,0.97,243,-13,
3809,0.92,244,-12,
3810,0.85,244,-12,
3811,0.76,245,-11,
3812,0.65,245,-11,
3813,0.53,245,-11,
3814,0.39,246,-10,
3815,0.24,247,-9,
3816,0.09,248,-8,
3817,-0.07,248,-8,
3818,-0.23,249,-7,
3819,-0.38,250,-6,
3820,-0.52,250,-6,
3821,-0.64,251,-5,
3822,-0.76,252,-4,
3823,-0.85,253,-3,
3824,-0.92,253,-3,
3825,-0.97,254,-2,
3826,-1,254,-2,
3827,-1,255,-1,
3828,-0.97,255,-1,
3829,-0.92,0,0,
3830,-0.86,0,0,
3831,-0.77,0,0,
3832,-0.66,0,0,
3833,-0.54,0,0,
3834,-0.4,0,0,
3835,-0.26,0,0,
3836,-0.11,0,0,
3837,0.05,0,0,
3838,0.2,0,0,
3839,0.34,0,0,
3840,0.48,0,0,
3841,0.61,255,-1,
3842,0.72,255,-1,
3843,0.82,254,-2,
3844,0.9,254,-2,
3845,0.96,253,-3,
3846,0.99,253,-3,
3847,1,252,-4,
3848,0.99,252,-4,
3849,0.95,251,-5,
3850,0.89,251,-5,
3851,0.8,250,-6,
3852,0.7,250,-6,
3853,0.58,249,-7,
3854,0.45,249,-7,
3855,0.3,249,-7,
3856,0.15,249,-7,
3857,0,248,-8,
3858,-0.16,248,-8,
3859,-0.31,248,-8,
3860,-0.46,248,-8,
3861,-0.59,248,-8,
3862,-0.71,248,-8,
3863,-0.81,248,-8,
3864,-0.89,248,-8,
3865,-0.95,248,-8,
3866,-0.99,248,-8,
3867,-1,248,-8,
3868,-0.99,248,-8,
3869,-0.95,248,-8,
3870,-0.89,248,-8,
3871,-0.8,248,-8,
3872,-0.7,248,-8,
3873,-0.58,248,-8,
3874,-0.44,248,-8,
3875,-0.29,248,-8,
3876,-0.14,248,-8,
3877,0.02,248,-8,
3878,0.17,248,-8,
3879,0.32,248,-8,
3880,0.46,248,-8,
3881,0.6,248,-8,
3882,0.71,248,-8,
3883,0.81,248,-8,
3884,0.89,248,-8,
3885,0.95,248,-8,
3886,0.99,248,-8,
3887,1,248,-8,
3888,0.99,248,-8,
3889,0.95,248,-8,
3890,0.89,248,-8,
3891,0.81,248,-8,
3892,0.71,248,-8,
3893,0.59,248,-8,
3894,0.46,248,-8,
3895,0.32,248,-8,
3896,0.17,248,-8,
3897,0.01,248,-8,
3898,-0.14,248,-8,
3899,-0.3,248,-8,
3900,-0.44,248,-8,
3901,-0.58,248,-8,
3902,-0.7,248,-8,
3903,-0.8,248,-8,
3904,-0.89,248,-8,
3905,-0.95,248,-8,
3906,-0.99,248,-8,
3907,-1,248,-8,
3908,-0.99,248,-8,
3909,-0.95,248,-8,
3910,-0.89,248,-8,
3911,-0.81,248,-8,
3912,-0.71,248,-8,
3913,-0.59,248,-8,
3914,-0.46,248,-8,
3915,-0.31,248,-8,
3916,-0.16,248,-8,
3917,0,248,-8,
3918,0.16,248,-8,
3919,0.31,248,-8,
3920,0.45,248,-8,
3921,0.58,248,-8,
3922,0.7,248,-8,
3923,0.8,248,-8,
3924,0.89,248,-8,
3925,0.95,248,-8,
3926,0.99,248,-8,
3927,1,248,-8,
3928,0.99,248,-8,
3929,0.96,248,-8,
3930,0.9,248,-8,
3931,0.82,248,-8,
3932,0.72,248,-8,
3933,0.61,248,-8,
3934,0.48,248,-8,
3935,0.33,248,-8,
3936,0.18,248,-8,
3937,0.03,248,-8,
3938,-0.13,248,-8,
3939,-0.28,248,-8,
3940,-0.43,248,-8,
3941,-0.56,248,-8,
3942,-0.69,248,-8,
3943,-0.79,248,-8,
3944,-0.88,248,-8,
3945,-0.94,248,-8,
3946,-0.98,248,-8,
3947,-1,248,-8,
3948,-0.99,248,-8,
3949,-0.96,248,-8,
3950,-0.9,248,-8,
3951,-0.82,248,-8,
3952,-0.72,248,-8,
3953,-0.6,248,-8,
3954,-0.47,248,-8,
3955,-0.33,248,-8,
3956,-0.18,248,-8,
3957,-0.02,248,-8,
3958,0.14,248,-8,
3959,0.29,248,-8,
3960,0.44,248,-8,
3961,0.57,248,-8,
3962,0.69,248,-8,
3963,0.79,248,-8,
3964,0.88,248,-8,
3965,0.94,248,-8,
3966,0.98,248,-8,
3967,1,248,-8,
3968,0.99,248,-8,
3969,0.96,248,-8,
3970,0.91,248,-8,
3971,0.83,248,-8,
3972,0.73,248,-8,
3973,0.62,248,-8,
3974,0.49,248,-8,
3975,0.35,248,-8,
3976,0.2,248,-8,
3977,0.04,248,-8,
3978,-0.11,248,-8,
3979,-0.27,248,-8,
3980,-0.41,248,-8,
3981,-0.55,248,-8,
3982,-0.68,248,-8,
3983,-0.78,248,-8,
3984,-0.87,248,-8,
3985,-0.94,248,-8,
3986,-0.98,248,-8,
3987,-1,248,-8,
3988,-0.99,248,-8,
3989,-0.96,248,-8,
3990,-0.91,248,-8,
3991,-0.83,248,-8,
3992,-0.73,248,-8,
3993,-0.62,248,-8,
3994,-0.48,248,-8,
3995,-0.34,248,-8,
3996,-0.19,248,-8,
3997,-0.03,248,-8,
3998,0.12,248,-8,
3999,0.28,248,-8,
4000,0.42,248,-8,
4001,0.56,248,-8,
4002,0.68,248,-8,
