Sample no,sin(x),Inclinometer Y,Inclinometer Y (-256; 256)
1,0.09,0,0
2,0.21,0,0
3,0.31,0,0
4,0.41,0,0
5,0.5,0,0
6,0.58,0,0
7,0.64,0,0
8,0.69,0,0
9,0.73,0,0
10,0.75,0,0
11,0.75,0,0
12,0.74,0,0
13,0.71,0,0
14,0.66,0,0
15,0.6,0,0
16,0.53,0,0
17,0.44,0,0
18,0.35,0,0
19,0.24,0,0
20,0.14,0,0
21,0.03,0,0
22,-0.09,0,0
23,-0.2,0,0
24,-0.3,0,0
25,-0.4,0,0
26,-0.49,0,0
27,-0.57,0,0
28,-0.64,0,0
29,-0.69,0,0
30,-0.73,0,0
31,-0.75,0,0
32,-0.75,0,0
33,-0.73,0,0
34,-0.7,0,0
35,-0.66,0,0
36,-0.59,0,0
37,-0.52,0,0
38,-0.43,0,0
39,-0.34,0,0
40,-0.23,0,0
41,-0.12,0,0
42,-0.01,0,0
43,0.1,0,0
44,0.21,0,0
45,0.32,0,0
46,0.42,0,0
47,0.5,0,0
48,0.58,0,0
49,0.64,0,0
50,0.69,0,0
51,0.73,0,0
52,0.75,0,0
53,0.75,0,0
54,0.73,0,0
55,0.7,0,0
56,0.66,0,0
57,0.6,0,0
58,0.52,0,0
59,0.44,0,0
60,0.34,0,0
61,0.24,0,0
62,0.13,0,0
63,0.02,0,0
64,-0.09,0,0
65,-0.2,0,0
66,-0.31,0,0
67,-0.41,0,0
68,-0.5,0,0
69,-0.58,0,0
70,-0.64,0,0
71,-0.69,0,0
72,-0.73,0,0
73,-0.75,0,0
74,-0.75,0,0
75,-0.73,0,0
76,-0.7,0,0
77,-0.65,0,0
78,-0.59,0,0
79,-0.51,0,0
80,-0.43,0,0
81,-0.33,0,0
82,-0.22,0,0
83,-0.11,0,0
84,0,0,0
85,0.11,0,0
86,0.22,0,0
87,0.33,0,0
88,0.42,0,0
89,0.51,0,0
90,0.59,0,0
91,0.65,0,0
92,0.7,0,0
93,0.73,0,0
94,0.75,0,0
95,0.75,0,0
96,0.73,0,0
97,0.7,0,0
98,0.65,0,0
99,0.59,0,0
100,0.52,0,0
101,0.43,0,0
102,0.33,0,0
103,0.23,0,0
104,0.12,0,0
105,0.01,0,0
106,-0.1,0,0
107,-0.21,0,0
108,-0.32,0,0
109,-0.42,0,0
110,-0.51,0,0
111,-0.58,0,0
112,-0.65,0,0
113,-0.7,0,0
114,-0.73,0,0
115,-0.75,0,0
116,-0.75,0,0
117,-0.73,0,0
118,-0.7,0,0
119,-0.65,0,0
120,-0.58,0,0
121,-0.51,0,0
122,-0.42,0,0
123,-0.32,0,0
124,-0.21,0,0
125,-0.1,0,0
126,0.01,0,0
127,0.12,0,0
128,0.23,0,0
129,0.33,0,0
130,0.43,0,0
131,0.52,0,0
132,0.59,0,0
133,0.65,0,0
134,0.7,0,0
135,0.73,0,0
136,0.75,0,0
137,0.75,0,0
138,0.73,0,0
139,0.7,0,0
140,0.65,0,0
141,0.59,0,0
142,0.51,0,0
143,0.42,0,0
144,0.32,0,0
145,0.22,0,0
146,0.11,0,0
147,0,0,0
148,-0.11,0,0
149,-0.22,0,0
150,-0.33,0,0
151,-0.42,0,0
152,-0.51,3,3
153,-0.59,3,3
154,-0.65,3,3
155,-0.7,2,2
156,-0.73,2,2
157,-0.75,2,2
158,-0.75,1,1
159,-0.73,1,1
160,-0.69,1,1
161,-0.64,1,1
162,-0.58,1,1
163,-0.5,1,1
164,-0.41,1,1
165,-0.31,236,-20
166,-0.2,236,-20
167,-0.08,236,-20
168,0.04,236,-20
169,0.15,236,-20
170,0.26,236,-20
171,0.36,237,-19
172,0.46,237,-19
173,0.55,238,-18
174,0.62,238,-18
175,0.68,238,-18
176,0.72,239,-17
177,0.74,240,-16
178,0.75,241,-15
179,0.74,241,-15
180,0.71,242,-14
181,0.67,243,-13
182,0.61,244,-12
183,0.54,244,-12
184,0.45,245,-11
185,0.35,246,-10
186,0.25,247,-9
187,0.14,248,-8
188,0.02,248,-8
189,-0.09,249,-7
190,-0.21,250,-6
191,-0.32,250,-6
192,-0.42,251,-5
193,-0.51,251,-5
194,-0.59,252,-4
195,-0.66,252,-4
196,-0.71,252,-4
197,-0.74,252,-4
198,-0.75,252,-4
199,-0.74,252,-4
200,-0.72,252,-4
201,-0.68,251,-5
202,-0.62,251,-5
203,-0.54,250,-6
204,-0.46,250,-6
205,-0.36,249,-7
206,-0.25,248,-8
207,-0.14,248,-8
208,-0.02,247,-9
209,0.1,246,-10
210,0.21,245,-11
211,0.32,245,-11
212,0.42,244,-12
213,0.51,243,-13
214,0.59,243,-13
215,0.66,242,-14
216,0.71,242,-14
217,0.74,241,-15
218,0.75,240,-16
219,0.74,240,-16
220,0.72,240,-16
221,0.68,239,-17
222,0.62,239,-17
223,0.55,239,-17
224,0.47,238,-18
225,0.37,238,-18
226,0.26,238,-18
227,0.15,238,-18
228,0.04,238,-18
229,-0.08,238,-18
230,-0.2,239,-17
231,-0.31,239,-17
232,-0.41,239,-17
233,-0.51,239,-17
234,-0.59,239,-17
235,-0.65,240,-16
236,-0.7,240,-16
237,-0.73,240,-16
238,-0.75,241,-15
239,-0.75,241,-15
240,-0.72,242,-14
241,-0.68,242,-14
242,-0.62,243,-13
243,-0.55,243,-13
244,-0.46,243,-13
245,-0.37,244,-12
246,-0.26,244,-12
247,-0.15,244,-12
248,-0.03,244,-12
